text,label
"Jamnya bagus simple dan ori
Tapi ko gak ada kartu garansinya ya?
kalo rusak gimana?",Produk
Barangnya keren. tapi packingnya biasa aj,Produk
Produk sudah sampai packing rapi,Produk
Excellent!. Fast response pengiriman cepat banget. Jam nya juga bagus simple Sukaaaa!. semoga awet. terima kasih:),Produk
Pengiriman cepattt sayaukaa sekaliih 😍,Pengiriman
Barang sesuai dengan pesanan thanks,Produk
Barang bagus dan stylis dan dinamis,Produk
thanks kakak cantikkkkk tyyyyyyyyyyyyyyyyyyy siiiiiiiiiiiiiipppppp tyyyyyyyyyyyyyyyyyyy siiiiiiiiiiiiiipppppp,Produk
Bagus nyaman dipakai kualitas bagus,Produk
Fast Respond. Thanks 🙏,Layanan Pelanggan
Barang standar sesuai harig,Produk
Cocok dipakai bokin  ,Produk
Barang bagus pelayanan ok terima kasih ,Produk
Sip pengiriman cepat barang sesuai dan paketnya rapi.,Pengiriman
Barang sesuai deskripsi. Packing rapi. Recommend,Produk
Walaupun barang tidak sesuai yang dipesan tapi senang dengan pelayanan penjual.,Layanan Pelanggan
Barang sudah terima. thanks tokopedia,Pengiriman
respon cepat barang aman di packing dengan bubble wrap cukup tebal dan barang sesuai hanya saja Judul etalase dengan deskripsi tidak sesuai di judul menyatakan menjual jam tipe MQ-38-1A namun deskripsi barang yang dijual adalah tipe MQ-24-1A hal ini sudah jelas tidak sesuai dari bentuknya. Mohon dirubah deskripsinya agar tidak terjadi kesalahpahaman saat pembelian. Thankyou.,Produk
"Barang sudah sampai
Ok",Pengiriman
Barang sudah diterima. Recommended. Lebih cocok untuk yang tangannya kecil.,Produk
Kualitas baik harga terjangakau. pokoknyaa top deh😄,Produk
Kualitas sesuai harga bagian samping jam sedikit keras jadi kdengan tidak nyaman ke kulit. Overall baik :),Produk
niceeee. tahan air aku bawa berenang baik2 aja,Produk
cepat tepat akurat.terima kasih,Pengiriman
Hihihi kecit gan btw bagus dan thanks,Produk
Ya baguslah semoga awet,Produk
Respon sangat cepat barang dibungakus dengan sangat oke. Arlojinya sendiri bagus &  berfungsi dengan baik.,Layanan Pelanggan
Ternyata mungil bngt tapi baguslah,Produk
Barang cepat sampai Recommended seller,Pengiriman
Jamnya ukuranya kecil jadi ngak sesuai ekspetasi,Produk
Jamnya bagus tapi sayang ukurannya kalo buat saya sih kecil banget,Produk
Barangnya gemeeeshhhh ori semoga awet,Produk
Product sesuai dengan iklan,Produk
Barang original Casio ada warranthanks card juga cocok buat kado seseorang haha.terima kasih,Produk
Pengiriman cepat produknya bagus sayang agak kecil,Pengiriman
Bgs sesuai harga ternyata barangnya mungil/ kecil sekali. tapi bfs fungsinya.,Produk
Sesuai deskripsi Good job,Produk
Produk sesuai deskripsi dan pengiriman tepat waktu.,Pengiriman
Barang sudah nyampe dengan selamat packing rapi barang cepat nympe. semogak Awet,Layanan Pelanggan
pengiriman cepat produk berfungsi tapi tyt ukuran kecil,Pengiriman
Barang bagus sesuai deskrip packing mantap👍👍,Produk
Makasi Sesuai pesanan tapi jamnya ternyata kecil ya,Produk
Packing ok mantap cuma kecil sekali ya gan. Bayangan saya tidak sekecil itu.,Produk
Cepat sampainya semogak awet ada garandinya juga,Pengiriman
Barang sudah sampai dalam keadaan baik dan cepat di foto jam terlihat lebih besar aslinya jauh lebih kecil hehehe tapi semunya bagus kok!!! Terima kasih,Produk
sesuai pesanan sayang respon penjual lambat mungakin karena saya beli jam yang harga murah pengiriman jne reguler lama pesan senin datang sabtu,Layanan Pelanggan
Barang sudah sampai dengan selamat packing rapi pakai bubble wrap jadi aman. Jam sesuai ekspetasi,Pengiriman
Sesuai dengan deskripsi iklanoriginal berkualitas baik,Produk
Paketan sudah sampai dengan selamat dan aman terima kasih,Pengiriman
Packing rapi dan pengiriman cepat,Pengiriman
barang oke sesuai harga dan juga cepat sampai. mantap jiwa,Produk
Terima kasih Kak Jam sudah mendarat dengan selamat  ,Pengiriman
Barang bagus cepat sampai pokonya Recommended seller ,Produk
"Mantulllll.  
Recommended seller ",Layanan Pelanggan
Pengiriman super cepat. Produk ori,Pengiriman
tengakiu boss barang da sampeeeeeeeeeeee,Layanan Pelanggan
Karena ini produk flash sale Okelah. Produk baik. Untuk ukuran pria dewasa produk ini terlalu kecil di tangan pengiriman cepat ,Produk
Barang sudah saya terima,Pengiriman
thanks for 25k flash sale Tokopedia thank you for patient dan very kind seller. Recommended,Layanan Pelanggan
Kualitas biasa saja modelny juga standar cenderung krg tapi dapat pas flessel jadi ya ntap juga,Produk
Terima kasih banyak barang telah diterima dengan baik semoga tidak ada kendala,Layanan Pelanggan
Bahan ringan lentur. Sukaaa banget. Pengiriman cepeeet terima kasih 😊,Produk
*5 untuk produk *3 pelayanan,Produk
Produk oke sesuai deskripsi,Produk
Barang sesuai dengan pesanan terima kasih kepada pihak yang bersangakutan.,Produk
produk berkualitas  :),Produk
pengiriman cepat dan sesuai spesifikasi,Pengiriman
Barang bagus pas dapet flash sale 25rb. Packing luar biasa.Good Seller.tambah sukses Gan,Layanan Pelanggan
packing rapi produk original. manual &  kartu garansi lengakap. Recommended seller ,Layanan Pelanggan
"Barang sudah mendarat kak
Joosss banget kak barang nya
Dan pst nya saya sangat bahagia bisa mendapatkan jam ini secara FLASH SALE
Terima kasih tokopedia dan Terima kasih juga untuk kk pmilik tokoh ini  
Sukses slalu",Layanan Pelanggan
lumayan bagus walaupun diameternya kecil,Produk
Flash sale murah pakai banget,Layanan Pelanggan
sip. dari 300rebu jadi 25rebu. Kamsia promonya. Hehe,Layanan Pelanggan
Bagus banget dehh. Walau dapet flash,Produk
Dapat dari flash sale barang original pengiriman rapi memuaskan 😉,Layanan Pelanggan
Barangnya ori ringan dan bisa nyala dengan baik,Produk
"murah gila flash sale 25rb
barang top
recommended seller",Layanan Pelanggan
Beli di flashsale produk bagus packing rapi dan aman pengiriman cepat ,Layanan Pelanggan
Ternyata jamnya kecil tapi barang bagus. Lumayancuma 25rb. thanks,Produk
Beruntung dapet flash sale 25k thanks,Layanan Pelanggan
Barang bagus packing bagus cma respon tokoh dan proses update pembeliannya lama sampai nyaris habis batas waktu. Mohon ditingakatkan respon dari admin tokonya. thanks.,Layanan Pelanggan
terima kasih buat promo ramadhan 25k nya,Layanan Pelanggan
Terima kasiiiiiiiiiiiiiiiiiiiih bagus banget terima kasih juga buat toped atas Flash sale 25 nya ,Layanan Pelanggan
Memuaskan sekali harga murah,Produk
Produk baik asli. Jamnya kecil cocok buat Adek saya. Recommended,Produk
pesanan sudah diterima dan berfungsi dengan baik. Thanks.,Produk
Alhamdulillah dapet flash sale Produk oke pengiriman cepat Thanks Tokopedia Thanks Luxolite SG ,Pengiriman
Yuhuuu Kebagian juga flash sale ya.,Layanan Pelanggan
Barang bagus. Dapat dari flash sale thanks tokopedia,Produk
Produk sesuai pengiriman cepat,Layanan Pelanggan
Ok dan sesuai deskripsi,Produk
Barang sesuai harapan pengiriman cepat fast respon,Layanan Pelanggan
Kerenn. Rapi. Barang cepat datengnya.,Pengiriman
pengiriman aman seller juga ramah terima kasih sukses terus mau kasih lebih dari bintang 5 gabisa 😂,Layanan Pelanggan
mantap pokonya Recommended,Produk
Pengiriman lamaaa ,Pengiriman
Barang sesuai pesanan dan berfungsi sebagai mana mesti nya.,Produk
Bagus Barang Sesuai deskripsi packing aman.,Produk
Sesuai permintaan dan fast respon 👍🏻,Layanan Pelanggan
mantap bagussssssssssss,Produk
Barang sesuai gambar garansi 1 tahun. Saya kira buat cowok. Maaf dismiss. All Good.,Produk
Cengli lah jossssssssss,Produk
Nice. Barang ori sesuai deskripsi. harga kompetitif. Respon seller juga cepat. Recommended seller.,Layanan Pelanggan
Barang sudah diterima dengan baik cepat packing rapi mantap,Pengiriman
Barang bagus penjual ramah packing rapi dan pengiriman cepat.,Layanan Pelanggan
Barang oke sesuai deskripsi thanks,Produk
Produk sesuai yang ditawarkan,Produk
Produk asli dan bergaransi Recommended seller 👍,Produk
Ternyata ukuran jam tangannya kecil sekali. Kurang cocok kalau dipakai laki-laki.,Produk
Rapi dan sesuai yang diminta,Layanan Pelanggan
terima kasih barang sudah sampe,Pengiriman
Thanks ya. Jamnya sesuai gambar dan berfungsi baik.,Produk
Produk bagus lumayanlah daripada beli di tempat ecek-ecek. semoga awet.,Produk
Kerennnssssss packaging rapi Jam nya kece,Layanan Pelanggan
Keren jam nya thanks flash sale,Produk
terima kasih barang sudah keterima kasihajamnya ternyata keciltapi gpp lah ada discountnya juga jadi barang sesuai harga.,Produk
Pesanan sesuai dengan deskripsi.,Produk
Baguss tapi agak kecil ya overall baguss dechhh,Produk
barang bekerja dengan baik.,Produk
Kerennn sesuai ama yang di foto pulaa hehehe,Produk
Bagus jam nya nyaman dipakai. Sesuak pics,Produk
Proses cepat packaging aman bintang 5 gan,Layanan Pelanggan
Barang sudah sampai terima kasih gan,Pengiriman
Barang baru sampai packing rapi tapi dalamnya berantakan yah,Layanan Pelanggan
sukaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Produk
sesuai harga pengiriman cepat.,Pengiriman
Barang bagus sesuai deskripsi mungakin ke depannya pelayanan bisa ditingakatkan lagi,Layanan Pelanggan
saya order yang tipe MQ 71 4BDF malah seller kirim tipe lain yang saya gak suka 😈 kalo emang gak ada stocknya tlg dong saya diberitahu jadi saya bs pilih model lain. saya kapoklah gak mau belanja di tokoh ini langsung,Layanan Pelanggan
Barang bagusssssssss,Produk
Baguss istri saya suka,Produk
produk berkualitas tidak ragu pesan dilapak ini. top markotop daaah,Produk
Barang asli sesuai dengan deskripsi pelayanan chat ramah waktu sempet ditanya prosesnya lama mungakin karena banyak pesanan so far puas banget,Layanan Pelanggan
Barang bagus dan cepat kirimnya,Pengiriman
Barang sesuai gambar &  deskripsi.,Produk
tippp,Layanan Pelanggan
Barang bagus Original,Produk
Barang sesuai dengan gambar. semoga rezekinya berkah,Produk
Barang sudah diterima trm ksh,Pengiriman
barang sesuai pesanan dan.berfungsi dengan baik terima kasih,Produk
Barang sesuai deskripsi dan pengirimannya cepat.,Pengiriman
Pengiriman nya lamban jadi ngak kepake buat natal sudah,Pengiriman
Respon dan pengiriman cepat barang sesuai dengan deskripsi dan berfungsi,Layanan Pelanggan
Barang sesuai dengan fotonya,Produk
Barang sesuai warna dan pesenan kemasan rapi dan aman Puas banget,Produk
Produk original keren respon penjual cepat,Layanan Pelanggan
Produk original sesuai deskripsi packing aman dan berfungsi dengan baik ^_^ terima kasih,Produk
Mantal jaya gan respon &  pengiriman sesuai. thanks,Pengiriman
Jam nya bagus sayangnya saya order sesuai iklan warna merah dan sudah tulis keterangan tapi jam yang sampai hitam harusnya bs info ke buyer kalo stok warna hitam. thanks,Layanan Pelanggan
Setelah menunggu dari retur akhirnya datang juga. Baiknya sebelum kirim pastikan kondisi jam dalam keadaan baik. sehingga pembeli pun tidak dirugikan dengan waktu dan biaya retur. Update 25 Dec 2018: Baru coba dipakai hari ini sebagai hadiah natal keponakan saya ternyata jam bermasalah lagi tidak hidup kembali. Merasa malu sebagai hadiah tapi mengecewakan.,Layanan Pelanggan
Pengiriman cepat packing rapi kualitas produk baik. bagus,Produk
Paket rapi tidak ada cacat naun pengiriman lama,Pengiriman
mantap fast respon dikirim juga cepat barang juga oke punya,Layanan Pelanggan
barang joss Recommended seller,Produk
Barang sudah sampai proses dan pengiriman barang cepat barang sesuai pesanan. Thankss,Pengiriman
Mantaaaaab,Produk
Pas sekali sesuai ekspektasi,Produk
Barang cepat sampai dan bagus kualitasnya,Pengiriman
Barang sesuai dengan foto bekerja dengan baik tidak ada cacat recommended.,Produk
Jamnya bagus keren. Kacanya ada motifnya gak flat. Respon seller cepat pengiriman cepat,Layanan Pelanggan
Sesuai deskripsi dan harga oke produk mewah terlihat semoga awet.,Produk
yang dikirim tidak sesuai produk,Layanan Pelanggan
Mewah dengan harga murah love it! 💕,Produk
barang bagus kerenn penjual ramahterima kasih,Layanan Pelanggan
Sesuai deskripsi barang mudah2an awet,Produk
Service cepat produk unik cocok buat kado,Layanan Pelanggan
mantap cepat barang bagus tidak akan kecewa,Produk
Gagah dipakaiyang pasti pengiriman cepat banget. Sukses trs,Pengiriman
Bagus murah berkualitas overall saya puas dengan pelayanan pelapak ini good job,Layanan Pelanggan
Cepat sampaisip lanjuut teruussemoga kualitas pelayanan tetap di pertahankan,Layanan Pelanggan
Packing rapi harga bersahabat Dan kualitas nya tidak diragukan lagi,Layanan Pelanggan
Sudah sangat sesuai. Dan sesuai dengan harganya Terkesan simpel dan elegan,Produk
mantap cuco meong pokonya tooop banget lah  Thanks banget gan,Produk
Barang bagus sesuai pesanan. Lanjuntukan Bosku,Produk
Pengiriman cepat packing rapi good merchant,Pengiriman
Jam tangan nya mantappppp,Produk
Untuk kualitas produk biar bintang yang bicara next order lagi.,Produk
Produk bagus asli sesuai dengan gambar dan deskripsi respon seller cepat rekomendasi nih seller,Produk
Saya sangat puas. Barang sesuai yang diharapkan,Produk
mantap pak boss mulus kinclong seger,Produk
Bos kuu,Layanan Pelanggan
Barang bagus cepatpuas.karena mama saya suka terima kasih,Produk
Barang berkualitas gak rugi belinya. thanks gan,Produk
Bagus sesuai gambar 😊,Produk
barangnya bener2 sesuai ekspektasi saya begitu terima terkesan sangat mewah. benar2 jam yang saya butuhkan untuk menambah penampilan. semoga jam ini awet dan membawa kebaikan bagi saya dan penjual. respon bagus pengiriman cepat. good reseller. thanks,Produk
Kualitas barang bagus Hanya lebih kecil dari yang warna gold warnanya bikin klop. Thanks,Produk
Jamnya bagus banget dan cukup berat tapi mantap.,Produk
barang diterima dalam kondisi baik dan siap dipakai,Produk
Barang sesuai deskripsi packing aman pengiriman cepat.,Pengiriman
Barang berfungsi dengan baik dan mendarat dengan selamat packing rapi belum di test aja untuk luminosnya. Thank&#39;s sukses buat sellernya,Produk
pesanan sesuai deskripsi dikemas rapi dan berlapis dan terkirim pada waktunya. terima kasih.,Layanan Pelanggan
Bagus dan sesuai pesanan,Produk
Barang sesuai pesanan dan deskripsi. Jam nya bagus,Produk
produk bagus sesuai pesanan dan proses cepat terima kasih,Produk
Pemutar jamnya rusak dan jam tidak glow in the dark. tapi tokoh mau bertangung jawab mengganti. terima kasih,Layanan Pelanggan
Sudah sampai Original 👍👍,Produk
produk oke packing oke glow in the dark berfungsi cuma ini ori kan ya harusnya ada garansi kan ya ?? tapi gak ada kartu garansi atau tanda untuk garansinya,Layanan Pelanggan
Pecking barangnya kurang rapi. Pesanan yang pertama packing barang lebih rapi dan bagus. Terima kasih,Layanan Pelanggan
Jamnya simpel. Enteng tidak begitu besar. Bagus.,Produk
Barang sesuai deskripsi pengiriman cepat kualitas memuaskan. recommended seller,Produk
Sesuai ekspetasi barang bagus kualitas alus  Istri seneng dikasih ini cuma gak jadi kejutan soalnya yang nerima paket yang bersangakutan 😁,Produk
Suka banget. Bagus. Ori thanks ya,Produk
Nice stuff dan great love it!!!,Produk
mantap jamnya bos 👍👍🤘🤘,Produk
produk sudah diterima dengan baik dan sesuai deskripsi. terima kasih moment watch,Produk
Barang cepat sampai. Thankyou,Pengiriman
dikira buat cwok ternyata cewek diameternya agak kecil tapii prodk bagus,Produk
Barang bagus ditunggu diskonnya lagi,Produk
barang sampai dengan selamat sentosa maaciwww yaaa  saya suka saya suka &gt;&lt;,Pengiriman
gak nyangaka keren banget jamnya hi hi,Produk
Pengiriman sangat cepat. Terima kasih,Pengiriman
Pesan + bayar tgl. 07 Sep 18 jam 2 siang. Barang tiba tgl. 08 Sep 18 jam 10 pagi. Fast Respon. Packing aman + rapi. Barang bagus dan semoga awet. Recommended dan Sukses selalu untuk Reseller ini.,Layanan Pelanggan
Packingnya keren rapi dan aman pakai bubble wrap. semoga awet 😉,Layanan Pelanggan
Produk kedua yang saya beli disini masih memuaskan produk sesuai dan 100% ori.,Produk
